10,1,209.65,617.44,126.62999999999997,105.2399999999999,1,1,1.0
10,2,325.51,590.44,113.40000000000003,105.69999999999993,1,1,1.0
11,1,212.7,617.44,128.3,107.25999999999999,1,1,1.0
11,2,327.5,591.6,116.19999999999999,107.19999999999993,1,1,1.0
12,1,214.4,617.44,128.99999999999997,108.65999999999997,1,1,1.0
12,2,329.5,591.2,117.39999999999998,108.79999999999995,1,1,1.0
13,1,216.4,617.44,132.20000000000002,112.65999999999997,1,1,1.0
13,2,329.5,590.8,120.19999999999999,110.40000000000009,1,1,1.0
14,1,221.6,620.6,132.6,114.29999999999995,1,1,1.0
14,2,329.5,590.8,126.5,114.0,1,1,1.0
15,1,223.2,623.0,135.0,115.5,1,1,1.0
15,2,338.6,593.18,120.57,114.0,1,1,1.0
16,1,226.8,623.0,132.2,119.5,1,1,1.0
16,2,340.58,591.2,122.52000000000004,116.39999999999998,1,1,1.0
17,1,226.8,623.0,135.8,121.10000000000002,1,1,1.0
17,2,344.5,591.2,120.19999999999999,118.39999999999998,1,1,1.0
18,1,231.2,623.0,138.10000000000002,127.39999999999998,1,1,1.0
18,2,349.3,594.4,113.39999999999998,118.39999999999998,1,1,1.0
19,1,234.4,623.0,138.1,134.10000000000002,1,1,1.0
19,2,349.3,595.4,126.5,118.89999999999998,1,1,1.0
20,1,234.4,623.0,135.6,134.10000000000002,1,1,1.0
20,2,353.34,592.42,120.96000000000004,124.88,1,1,1.0
21,1,234.4,623.75,135.85,137.89999999999998,1,1,1.0
21,2,353.34,592.42,123.46000000000004,124.88,1,1,1.0
22,1,234.4,624.5,136.1,141.70000000000005,1,1,1.0
22,2,353.34,592.42,131.56,129.38,1,1,1.0
23,1,234.4,624.5,138.6,141.70000000000005,1,1,1.0
23,2,353.34,592.42,137.66000000000003,129.38,1,1,1.0
24,1,241.97,626.01,136.63000000000002,141.70000000000005,1,1,1.0
24,2,365.5,592.9,125.39999999999998,130.0,1,1,1.0
25,1,241.97,626.01,136.63000000000002,146.39,1,1,1.0
25,2,368.9,590.6,121.20000000000005,132.29999999999995,1,1,1.0
26,1,245.6,629.2,137.70000000000002,143.19999999999993,1,1,1.0
26,2,372.9,592.3,120.90000000000003,134.80000000000007,1,1,1.0
27,1,245.6,629.2,137.70000000000002,146.39999999999998,1,1,1.0
